userid,gender,age,agegroup,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,longitude,latitude,country,district,province,city
user-drc-6567641-192,Male,29,20 - 29,Health clinic,Electricity,Neutral,School,Health clinic,Health clinic,Health clinic,Daily,No,Once a month,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-9739283-21,Male,38,30 - 39,School,Electricity,Satisfied,School,Electricity,Health clinic,Sanitation,Daily,Yes,Once a year,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4129321-1004,Male,28,20 - 29,School,Roads,Dissatisfied,Roads,Electricity,Roads,Electricity,Once a week,Yes,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-7491718-1770,Female,45,40 - 49,Roads,Sanitation,Satisfied,Roads,,Water,Electricity,Daily,No,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-4170598-1266,Female,28,20 - 29,Health clinic,Health clinic,Dissatisfied,School,School,Health clinic,,Daily,Yes,Never,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-8871576-268,Male,24,20 - 29,School,School,Neutral,Health clinic,Health clinic,Health clinic,Roads,Daily,Yes,Never,21.01667,4.283333,Democratic Republic of Congo,Nord-Ubangi,Equateur,Gbadolite
user-drc-5435975-734,Male,20,20 - 29,Electricity,Electricity,Neutral,Roads,Electricity,Roads,Roads,Daily,No,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4973552-1497,Male,28,20 - 29,Electricity,Sanitation,Dissatisfied,School,Water,Water,Water,,No,Never,20.8,-6.416667,Democratic Republic of Congo,Kasai,Kasai Occidental,Tshikapa
user-drc-6089917-362,Female,23,20 - 29,School,Roads,Dissatisfied,School,Health clinic,Sanitation,School,Daily,No,Never,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-5388274-184,Male,59,50+,Water,Water,Dissatisfied,Water,Electricity,Electricity,Roads,Less than once a month,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-2506197-251,Male,27,20 - 29,Health clinic,Sanitation,Dissatisfied,School,Roads,Roads,Roads,Once a week,Yes,Once a month,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-4351237-807,Female,19,10 - 19,School,Water,Dissatisfied,Health clinic,Electricity,School,School,Daily,No,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2628194-479,Male,23,20 - 29,School,Health clinic,Satisfied,School,Health clinic,Roads,Roads,Daily,No,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1596725-514,Male,30,30 - 39,Sanitation,Health clinic,Dissatisfied,Water,Roads,School,Health clinic,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9823120-715,Male,31,30 - 39,Roads,Roads,Neutral,Health clinic,Health clinic,Roads,Health clinic,Once a week,No,,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8366784-1358,Female,23,20 - 29,Health clinic,Water,Satisfied,Health clinic,Health clinic,School,Health clinic,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1989244-353,Male,55,50+,School,Electricity,Dissatisfied,School,School,School,School,Daily,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-5374828-1502,Male,21,20 - 29,Roads,Water,Neutral,Water,Sanitation,Sanitation,Sanitation,Daily,No,Once a month,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-9245508-1280,Female,34,30 - 39,Sanitation,Health clinic,Dissatisfied,Roads,School,Roads,School,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9397196-1178,Male,18,10 - 19,Electricity,Electricity,Satisfied,Electricity,Electricity,,Electricity,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-5620897-222,Male,25,20 - 29,Health clinic,Health clinic,Dissatisfied,School,Electricity,Roads,Health clinic,Daily,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-1592334-969,Male,40,40 - 49,Roads,Sanitation,Dissatisfied,Roads,Sanitation,Sanitation,,Daily,No,Never,23.45301,-10.39002,Democratic Republic of Congo,Lualaba,Katanga,Kasaji
user-drc-5393571-9,Male,37,30 - 39,Health clinic,School,Dissatisfied,Roads,Electricity,Roads,Water,Daily,No,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-1537560-746,Male,27,20 - 29,Electricity,Electricity,Dissatisfied,Health clinic,Electricity,Electricity,Electricity,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7933482-548,Male,39,30 - 39,Roads,Health clinic,Satisfied,Electricity,Sanitation,Roads,Sanitation,Daily,No,Never,27.24787,-11.7619,Democratic Republic of Congo,Haut-Katanga,Katanga,Kipushi
user-drc-9545359-1684,Male,36,30 - 39,Electricity,School,Dissatisfied,Water,Sanitation,Electricity,Sanitation,Daily,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-1984416-1460,Male,26,20 - 29,Electricity,Electricity,Neutral,Electricity,Water,Sanitation,Water,Daily,Yes,Once a year,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-1823323-41,Male,20,20 - 29,School,School,Neutral,School,Electricity,Electricity,School,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1986712-16,Male,31,30 - 39,,Roads,Dissatisfied,Water,Electricity,Electricity,Electricity,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4059086-1579,Male,39,30 - 39,Electricity,Electricity,Satisfied,Health clinic,Water,Water,Health clinic,Daily,Yes,Once a month,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-3824118-1452,Male,32,30 - 39,Sanitation,Sanitation,Satisfied,School,Roads,Health clinic,School,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7583130-1377,Female,25,20 - 29,School,School,Dissatisfied,School,Electricity,Water,School,Daily,Yes,Once a year,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7301719-131,Female,38,30 - 39,School,School,Neutral,Health clinic,School,Electricity,School,Daily,No,Once a month,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-7881792-542,Female,30,30 - 39,Water,Water,Dissatisfied,Roads,Roads,School,School,Daily,Yes,Never,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-3021128-470,Male,26,20 - 29,Sanitation,Health clinic,Dissatisfied,Health clinic,Sanitation,School,School,Once a week,Yes,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-7235433-1230,Male,19,10 - 19,Electricity,Health clinic,Satisfied,School,Electricity,Roads,School,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7806223-760,Male,19,10 - 19,School,Health clinic,Neutral,School,Water,Water,School,Once a week,No,Never,26.04139,-3.073093,Democratic Republic of Congo,,Maniema,
user-drc-6877873-1661,Male,15,10 - 19,Roads,Roads,Satisfied,Roads,Electricity,Roads,Health clinic,Daily,Yes,Once a month,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-9235904-1481,Male,19,10 - 19,School,School,Dissatisfied,School,Sanitation,Roads,Health clinic,Daily,No,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6972033-1209,Male,27,20 - 29,Health clinic,Health clinic,Satisfied,Health clinic,Health clinic,Health clinic,Health clinic,Daily,Yes,Once a month,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-4391850-1768,Male,23,20 - 29,Health clinic,Electricity,Dissatisfied,School,Water,Water,Health clinic,Once a week,No,Once a week,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-3355373-1146,Male,38,30 - 39,Electricity,Electricity,Satisfied,Roads,Water,Electricity,Water,Once a week,Yes,Once a week,26.30951,-10.61742,Democratic Republic of Congo,Kolwezi,Katanga,Fungurume
user-drc-8593197-1160,Female,16,10 - 19,School,Roads,Satisfied,Electricity,Water,Roads,Water,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6682767-1166,Male,45,40 - 49,Water,Health clinic,Neutral,Water,Sanitation,Sanitation,Sanitation,Daily,Yes,Once a month,25.46667,-10.71667,Democratic Republic of Congo,Kolwezi,Katanga,Kolwezi
user-drc-1041896-884,Female,21,20 - 29,School,Health clinic,Satisfied,School,Water,Water,School,Once a week,No,Once a year,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2879224-848,Male,26,20 - 29,Water,Water,Dissatisfied,Sanitation,Water,Sanitation,Sanitation,Daily,Yes,Once a week,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7443724-1592,Female,18,10 - 19,School,Electricity,Neutral,School,Electricity,Health clinic,Water,Less than once a month,Yes,Once a year,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-6696624-880,Male,24,20 - 29,School,Health clinic,Satisfied,School,School,School,School,Daily,Yes,Once a week,26.04139,-3.073093,Democratic Republic of Congo,,Maniema,
user-drc-2304296-22,Male,28,20 - 29,Roads,Roads,Neutral,Roads,,Health clinic,Health clinic,Daily,No,Once a week,18.25596,0.047647,Democratic Republic of Congo,Equateur,Equateur,Mbandaka
user-drc-8636553-532,Male,40,40 - 49,Roads,Health clinic,Satisfied,School,Health clinic,Health clinic,Water,Daily,Yes,Once a month,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-7864491-1126,Male,18,10 - 19,School,Health clinic,Dissatisfied,Water,Electricity,School,School,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-4232979-259,Male,54,50+,Electricity,Sanitation,Dissatisfied,Electricity,Electricity,Electricity,Electricity,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7748086-51,Male,34,30 - 39,School,Health clinic,Satisfied,Electricity,Water,Roads,Water,Daily,No,Once a month,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-3963546-1704,Male,21,20 - 29,Roads,Roads,Dissatisfied,Roads,Roads,Health clinic,Roads,Daily,No,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-7136931-677,Female,19,10 - 19,,School,Neutral,School,School,School,Electricity,Less than once a month,No,Never,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-1276846-57,Male,36,30 - 39,Water,Health clinic,Dissatisfied,School,Electricity,Electricity,Electricity,Daily,No,Once a week,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-9829083-1258,Male,29,20 - 29,School,Health clinic,Neutral,School,School,School,School,Daily,Yes,Never,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-2237790-1654,Male,23,20 - 29,School,School,Dissatisfied,Electricity,Sanitation,Electricity,Health clinic,Daily,No,Once a year,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3194890-498,Male,22,20 - 29,Health clinic,Roads,Neutral,Health clinic,Health clinic,Water,Health clinic,Daily,Yes,Once a year,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8563074-1009,Female,27,20 - 29,Roads,Roads,Neutral,Water,Roads,Health clinic,School,Daily,Yes,Once a month,28.9,-8.46667,Democratic Republic of Congo,Haut-Katanga,Katanga,Pweto
user-drc-8027771-77,Male,44,40 - 49,,Electricity,Dissatisfied,School,Health clinic,School,School,Daily,Yes,Once a year,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-3989672-518,Male,30,30 - 39,Roads,Sanitation,Dissatisfied,Electricity,Electricity,Roads,Roads,Daily,No,Never,26.73333,-10.98333,Democratic Republic of Congo,Haut-Katanga,Katanga,Likasi
user-drc-5878212-158,Male,40,40 - 49,School,Health clinic,Dissatisfied,Sanitation,Electricity,Electricity,Health clinic,Daily,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1534239-1714,Male,26,20 - 29,School,Electricity,Dissatisfied,Health clinic,Roads,Water,Water,Once a week,No,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-1687469-456,Female,18,10 - 19,Roads,,Dissatisfied,Health clinic,Health clinic,Water,Water,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2723686-393,Male,24,20 - 29,Roads,Health clinic,Dissatisfied,Water,Sanitation,Sanitation,School,Daily,Yes,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9807429-984,Female,23,20 - 29,Water,Sanitation,Dissatisfied,Electricity,Health clinic,School,School,Once a week,Yes,Once a week,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-2580468-912,Male,35,30 - 39,Roads,School,Neutral,Water,Health clinic,Health clinic,Health clinic,Daily,No,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-8289845-1405,Male,21,20 - 29,School,Health clinic,Dissatisfied,Electricity,Electricity,Electricity,Water,Once a week,No,Never,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-9172298-92,Male,38,30 - 39,Water,Electricity,Neutral,Sanitation,Health clinic,Sanitation,Sanitation,Daily,No,Never,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-4039556-963,Male,27,20 - 29,Health clinic,Sanitation,Neutral,School,Roads,Roads,Roads,Daily,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-1146285-1635,Male,30,30 - 39,School,School,Dissatisfied,School,Roads,Water,Health clinic,Once a week,Yes,Once a year,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-7970819-265,Male,39,30 - 39,School,School,Neutral,School,Electricity,Electricity,Electricity,Daily,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-7782346-1607,Male,35,30 - 39,Electricity,Health clinic,Dissatisfied,Water,Sanitation,School,School,Daily,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-7758466-1817,Male,38,30 - 39,School,Water,Dissatisfied,Electricity,Water,Water,Electricity,Less than once a month,No,,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8264447-1707,Male,15,10 - 19,School,Health clinic,Satisfied,Electricity,Health clinic,Water,School,Once a week,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5801983-211,Female,27,20 - 29,Sanitation,Sanitation,Neutral,School,School,School,School,Less than once a month,No,Once a year,24.99517,-8.735764,Democratic Republic of Congo,Haut-Lomami,Katanga,Kamina
user-drc-2327934-310,Female,21,20 - 29,School,Health clinic,Neutral,School,Roads,Roads,,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4016438-1554,Male,33,30 - 39,Electricity,Roads,Neutral,Water,,Health clinic,Health clinic,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1638929-1015,Female,21,20 - 29,Health clinic,Sanitation,Neutral,School,Electricity,Roads,Water,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4606811-1537,Male,35,30 - 39,Water,School,Dissatisfied,Sanitation,Electricity,Electricity,Electricity,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-3527305-1616,Male,29,20 - 29,Health clinic,Health clinic,Neutral,School,School,School,Electricity,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-4109524-738,Male,19,10 - 19,Electricity,Electricity,Satisfied,Roads,School,Health clinic,School,Daily,No,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-4089632-284,Male,16,10 - 19,School,School,Neutral,School,Roads,Roads,Roads,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1142684-497,Male,26,20 - 29,Roads,Electricity,Neutral,Roads,Electricity,Electricity,Electricity,Daily,No,Once a month,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8772715-305,Male,21,20 - 29,Water,Water,Dissatisfied,School,Sanitation,School,School,Daily,No,Once a month,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-2506393-330,Male,27,20 - 29,Roads,School,Neutral,School,Electricity,Electricity,School,Daily,No,Once a week,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-1629966-289,Male,31,30 - 39,Health clinic,School,Satisfied,School,Electricity,School,Electricity,Daily,Yes,Once a year,12.35,-5.933333,Democratic Republic of Congo,Baki,Bas Congo,Muanda
user-drc-2306291-1478,Male,30,30 - 39,School,Sanitation,Dissatisfied,School,Water,Water,Water,Less than once a month,No,Never,26.04139,-3.073093,Democratic Republic of Congo,,Maniema,
user-drc-3672208-1300,Male,28,20 - 29,Health clinic,Roads,Dissatisfied,Sanitation,Electricity,Electricity,Electricity,,No,Never,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-1915439-1096,Female,37,30 - 39,Health clinic,Health clinic,Neutral,Health clinic,Health clinic,Health clinic,School,Daily,Yes,Never,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-7059920-522,Male,36,30 - 39,Electricity,Electricity,Dissatisfied,Electricity,Sanitation,Sanitation,Sanitation,Once a week,Yes,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-5088989-777,Female,50,50+,Sanitation,Health clinic,Dissatisfied,School,,Roads,Roads,Daily,Yes,Once a week,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-1566500-296,Female,22,20 - 29,School,Sanitation,Neutral,School,Electricity,Roads,School,Daily,No,Never,28.29943,-3.011658,Democratic Republic of Congo,,Sud Kivu,
user-drc-8193060-1674,Male,37,30 - 39,Water,School,Neutral,Roads,Sanitation,Sanitation,Water,Daily,No,Once a month,29.48504,0.48579,Democratic Republic of Congo,,Nord Kivu,
user-drc-2688051-881,Female,36,30 - 39,Sanitation,Health clinic,Neutral,School,School,Health clinic,Sanitation,Daily,Yes,Once a week,14.12535,-4.96341,Democratic Republic of Congo,,Bas Congo,
user-drc-7820506-1391,Female,38,30 - 39,Water,Electricity,Dissatisfied,Water,Electricity,Electricity,Electricity,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-8926389-43,Male,22,20 - 29,School,School,Neutral,School,School,School,School,Daily,Yes,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-9053407-304,Male,22,20 - 29,School,Electricity,Dissatisfied,Health clinic,Roads,School,School,Daily,No,Once a week,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-4242566-640,Male,22,20 - 29,School,School,Satisfied,School,School,School,School,Daily,Yes,,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-5018136-875,Male,55,50+,Health clinic,School,Dissatisfied,School,Health clinic,Sanitation,Electricity,Daily,Yes,Once a week,13.05613,-5.848732,Democratic Republic of Congo,La Mairie,Bas Congo,Boma
user-drc-6112143-274,Male,21,20 - 29,School,Health clinic,Dissatisfied,Electricity,Health clinic,School,Electricity,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7006385-1149,Male,43,40 - 49,Roads,Roads,Satisfied,Roads,Roads,Roads,School,Daily,Yes,Once a month,25.19615,0.519285,Democratic Republic of Congo,Tshopo,Oriental,Kisangani
user-drc-9058460-1435,Female,26,20 - 29,,Roads,Satisfied,Health clinic,Sanitation,School,School,Daily,Yes,Once a month,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-9299461-84,Male,57,50+,Roads,Sanitation,Dissatisfied,Electricity,Sanitation,Sanitation,Water,Daily,No,,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-8481852-1546,Male,37,30 - 39,School,Electricity,Satisfied,Water,Electricity,Electricity,Electricity,Daily,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-1310762-1227,Male,21,20 - 29,Electricity,Electricity,Dissatisfied,Electricity,Electricity,School,Electricity,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-9944986-550,Female,30,30 - 39,Sanitation,School,Dissatisfied,Roads,Roads,Roads,Roads,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8538410-1355,Male,27,20 - 29,Roads,Electricity,Neutral,Water,School,School,Electricity,Daily,Yes,Once a week,21.85686,-5.320547,Democratic Republic of Congo,Mwamba Mbuyi,Kasai Occidental,Mwamba-mbuyi
user-drc-4596151-1077,Male,27,20 - 29,,School,Satisfied,Sanitation,Roads,School,School,Daily,Yes,Once a week,18.80762,0.5693591,Democratic Republic of Congo,,Equateur,
user-drc-3895469-1018,Female,33,30 - 39,Sanitation,Water,Dissatisfied,Water,Water,Health clinic,School,Less than once a month,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-2996629-1406,Male,30,30 - 39,Water,Health clinic,Neutral,Water,Electricity,Health clinic,Water,Daily,Yes,Once a month,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-6179889-1608,Female,30,30 - 39,Health clinic,Electricity,Neutral,Water,Roads,Roads,Roads,Daily,Yes,Once a year,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-8005197-1353,Male,20,20 - 29,Electricity,Roads,Dissatisfied,Electricity,Electricity,School,School,Daily,Yes,Never,26.73333,-10.98333,Democratic Republic of Congo,Haut-Katanga,Katanga,Likasi
user-drc-3430574-1024,Male,39,30 - 39,Roads,Sanitation,Satisfied,Electricity,Electricity,Water,Electricity,Less than once a month,Yes,Once a year,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-9184523-1741,Female,23,20 - 29,,School,Dissatisfied,School,Water,Water,Water,Daily,Yes,Never,25.11,0.32,Democratic Republic of Congo,,Oriental,
user-drc-8629283-534,Male,26,20 - 29,School,Electricity,Dissatisfied,Water,Sanitation,Roads,Electricity,Daily,No,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-3788951-1141,Male,32,30 - 39,School,Electricity,Neutral,Water,Roads,Health clinic,Electricity,Daily,No,Never,28.84508,-2.515364,Democratic Republic of Congo,Cathedrale,Sud Kivu,Bukavu
user-drc-8944655-1756,Male,30,30 - 39,Water,Health clinic,Satisfied,School,Electricity,Electricity,Health clinic,,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2810507-1144,Male,36,30 - 39,Electricity,Electricity,Neutral,Health clinic,Sanitation,Electricity,Sanitation,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-1336489-306,Female,26,20 - 29,Water,School,Neutral,Electricity,Water,School,Water,Daily,No,Once a year,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-5546300-890,Male,35,30 - 39,Water,School,Neutral,School,School,Water,School,Daily,Yes,,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-3937644-401,Male,33,30 - 39,Sanitation,Sanitation,Satisfied,School,School,School,School,Daily,Yes,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7835062-1606,Male,41,40 - 49,Roads,Sanitation,Neutral,Health clinic,Water,Roads,Roads,Once a week,Yes,Never,25.95,-2.95,Democratic Republic of Congo,Mikelenge,Maniema,Kindu
user-drc-4014640-1371,Male,43,40 - 49,Roads,Roads,Dissatisfied,School,Health clinic,Water,School,Daily,No,Once a month,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7626038-1311,,44,40 - 49,School,Roads,Neutral,Roads,School,School,School,Daily,No,Once a week,17.36918,-3.3268,Democratic Republic of Congo,,Bandundu,
user-drc-3714641-426,Male,27,20 - 29,Water,Electricity,Neutral,School,Roads,Roads,School,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-7133362-1612,Male,31,30 - 39,Health clinic,Health clinic,Dissatisfied,Health clinic,Health clinic,Health clinic,Health clinic,Once a week,Yes,Never,25.46667,-10.71667,Democratic Republic of Congo,Kolwezi,Katanga,Kolwezi
user-drc-5763731-584,Male,22,20 - 29,Electricity,Health clinic,Dissatisfied,Water,Roads,Roads,Roads,Daily,Yes,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-8574980-1457,Male,18,10 - 19,School,School,Dissatisfied,School,Sanitation,Electricity,Water,Daily,No,Never,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
user-drc-9797659-1749,Female,33,30 - 39,Roads,Roads,Neutral,Sanitation,Electricity,Electricity,School,Less than once a month,Yes,Never,25.46667,-10.71667,Democratic Republic of Congo,Kolwezi,Katanga,Kolwezi
user-drc-1698406-1034,Male,40,40 - 49,Water,Health clinic,Neutral,School,Water,Water,School,Daily,Yes,Once a year,27.47955,-11.66468,Democratic Republic of Congo,Haut-Katanga,Katanga,Lubumbashi
user-drc-4277506-196,Male,38,30 - 39,Roads,Health clinic,Dissatisfied,Roads,Electricity,Sanitation,Sanitation,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2485559-1560,Male,26,20 - 29,School,Health clinic,Dissatisfied,School,Roads,Roads,School,Daily,Yes,Never,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-8028875-1585,Male,42,40 - 49,Roads,School,Neutral,Roads,Water,Health clinic,Health clinic,Daily,Yes,Once a week,26.04139,-3.073093,Democratic Republic of Congo,,Maniema,
user-drc-5605721-528,Male,28,20 - 29,Roads,Health clinic,Satisfied,Roads,Sanitation,School,School,Daily,No,Never,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-7017043-47,Male,21,20 - 29,School,Electricity,Neutral,Health clinic,Electricity,Health clinic,Health clinic,Daily,Yes,,15.62599,-4.20242,Democratic Republic of Congo,,Kinshasa,
user-drc-2246424-1174,Male,23,20 - 29,Electricity,Health clinic,Dissatisfied,Roads,Sanitation,Electricity,Electricity,Daily,Yes,Once a year,15.31389,-4.331666,Democratic Republic of Congo,Mont Amba,Kinshasa,Kinshasa
user-drc-5519809-1125,Female,28,20 - 29,School,Water,Satisfied,Health clinic,Water,Water,Water,Less than once a month,Yes,Once a week,23.59332,-6.10617,Democratic Republic of Congo,,Kasai Oriental,
